timestamp,endpoint,avg_latency,max_latency,latency_std,request_rate,error_rate,errors_per_window,endpoint_frequency,is_anomaly_window
2026-03-09T19:19:51+00:00,/api/anomaly,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:51+00:00,/api/db,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:51+00:00,/api/error,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:51+00:00,/api/normal,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:51+00:00,/api/slow,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:51+00:00,/api/validate,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:51+00:00,unknown,4.0,7.0,4.242640687119285,0.03333333333333333,1.0,2,1.0,0
2026-03-09T19:19:52+00:00,/api/anomaly,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:52+00:00,/api/db,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:52+00:00,/api/error,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:52+00:00,/api/normal,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:52+00:00,/api/slow,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:52+00:00,/api/validate,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:52+00:00,unknown,4.0,7.0,4.242640687119285,0.03333333333333333,1.0,2,1.0,0
2026-03-09T19:19:53+00:00,/api/anomaly,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:53+00:00,/api/db,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:53+00:00,/api/error,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:53+00:00,/api/normal,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:53+00:00,/api/slow,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:53+00:00,/api/validate,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:53+00:00,unknown,4.0,7.0,4.242640687119285,0.03333333333333333,1.0,2,1.0,0
2026-03-09T19:19:54+00:00,/api/anomaly,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:54+00:00,/api/db,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:54+00:00,/api/error,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:54+00:00,/api/normal,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:54+00:00,/api/slow,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:54+00:00,/api/validate,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:54+00:00,unknown,4.0,7.0,4.242640687119285,0.03333333333333333,1.0,2,1.0,0
2026-03-09T19:19:55+00:00,/api/anomaly,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:55+00:00,/api/db,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:55+00:00,/api/error,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:55+00:00,/api/normal,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:55+00:00,/api/slow,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:55+00:00,/api/validate,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:55+00:00,unknown,4.0,7.0,4.242640687119285,0.03333333333333333,1.0,2,1.0,0
2026-03-09T19:19:56+00:00,/api/anomaly,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:56+00:00,/api/db,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:56+00:00,/api/error,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:56+00:00,/api/normal,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:56+00:00,/api/slow,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:56+00:00,/api/validate,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:56+00:00,unknown,4.0,7.0,4.242640687119285,0.03333333333333333,1.0,2,1.0,0
2026-03-09T19:19:57+00:00,/api/anomaly,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:57+00:00,/api/db,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:57+00:00,/api/error,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:57+00:00,/api/normal,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:57+00:00,/api/slow,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:57+00:00,/api/validate,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:57+00:00,unknown,4.0,7.0,4.242640687119285,0.03333333333333333,1.0,2,1.0,0
2026-03-09T19:19:58+00:00,/api/anomaly,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:58+00:00,/api/db,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:58+00:00,/api/error,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:58+00:00,/api/normal,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:58+00:00,/api/slow,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:58+00:00,/api/validate,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:58+00:00,unknown,4.0,7.0,4.242640687119285,0.03333333333333333,1.0,2,1.0,0
2026-03-09T19:19:59+00:00,/api/anomaly,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:59+00:00,/api/db,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2026-03-09T19:19:59+00:00,/api/error,0.0,0.0,0.0,0.0,0.0,0,0.0,0
